Time,Position (y)
16.5,1.52159
16.5167,1.52198
16.5333,1.52236
16.55,1.52275
16.5667,1.52316
16.5833,1.52358
16.6,1.52402
16.6167,1.52446
16.6333,1.52492
16.65,1.52537
16.6667,1.52585
16.6833,1.52635
16.7,1.52685
16.7167,1.52736
16.7333,1.52789
16.75,1.52844
16.7667,1.529
16.7833,1.52957
16.8,1.53014
16.8167,1.53038
16.8333,1.53077
16.85,1.53152
16.8667,1.53209
16.8833,1.5323
16.9,1.53256
16.9167,1.5331
16.9333,1.53348
16.95,1.53378
16.9667,1.534
16.9833,1.53384
17,1.5334
17.0167,1.53284
17.0333,1.5321
17.05,1.53309
17.0667,1.53554
17.0833,1.53735
17.1,1.53853
17.1167,1.53988
17.1333,1.54157
17.15,1.54307
17.1667,1.54453
17.1833,1.54568
17.2,1.54701
17.2167,1.54869
17.2333,1.55025
17.25,1.55183
17.2667,1.55341
17.2833,1.55499
17.3,1.55658
17.3167,1.55818
17.3333,1.55977
17.35,1.56137
17.3667,1.56296
17.3833,1.56458
17.4,1.56625
17.4167,1.56787
17.4333,1.56954
17.45,1.57127
17.4667,1.57296
17.4833,1.57461
17.5,1.57627
17.5167,1.57795
17.5333,1.57965
17.55,1.58145
17.5667,1.58332
17.5833,1.58518
17.6,1.58674
17.6167,1.5885
17.6333,1.59057
17.65,1.59256
17.6667,1.59504
17.6833,1.59777
17.7,1.6004
17.7167,1.60306
17.7333,1.60577
17.75,1.60817
17.7667,1.61075
17.7833,1.61371
17.8,1.6165
17.8167,1.61922
17.8333,1.62185
17.85,1.62443
17.8667,1.62659
17.8833,1.62847
17.9,1.631
17.9167,1.63382
17.9333,1.63628
17.95,1.63853
17.9667,1.64058
17.9833,1.64213
18,1.64332
18.0167,1.64487
18.0333,1.64647
18.05,1.64765
18.0667,1.64823
18.0833,1.64865
18.1,1.6487
18.1167,1.64847
18.1333,1.6484
18.15,1.64761
18.1667,1.64652
18.1833,1.64488
18.2,1.64291
18.2167,1.64104
18.2333,1.63861
18.25,1.63526
18.2667,1.63162
18.2833,1.62791
18.3,1.62342
18.3167,1.61865
18.3333,1.61326
18.35,1.60712
18.3667,1.60081
18.3833,1.59399
18.4,1.58669
18.4167,1.57885
18.4333,1.57029
18.45,1.56139
18.4667,1.5519
18.4833,1.54701
18.5,1.54624
18.5167,1.54467
18.5333,1.54252
18.55,1.53892
