time,actual_temp,actual_pressure,actual_humidity,pred24_temp,pred24_pressure,pred24_humidity,pred48_temp,pred48_pressure,pred48_humidity,pred72_temp,pred72_pressure,pred72_humidity
2025-01-12 12:00:00,9.8,1030.6,53.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 13:00:00,10.7,1029.7,50.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 14:00:00,11.5,1029.1,50.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 15:00:00,10.7,1029.3,55.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 16:00:00,10.1,1029.4,54.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 17:00:00,9.1,1029.8,56.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 18:00:00,7.6,1030.3,62.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 19:00:00,6.5,1030.4,64.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 20:00:00,5.8,1030.6,65.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 21:00:00,5.5,1030.4,58.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 22:00:00,4.8,1030.3,47.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-12 23:00:00,4.0,1030.1,40.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
2025-01-13 00:00:00,3.4,1030.0,37.0,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777,14.472284,1019.4457,60.794777
