Time,Angular velocity
13.3,-0.339438
13.3167,-0.341815
13.3333,-0.333119
13.35,-0.340917
13.3667,-0.350999
13.3833,-0.389553
13.4,-0.331717
13.4167,-0.337022
13.4333,-0.350564
13.45,-0.361573
13.4667,-0.354335
13.4833,-0.366722
13.5,-0.362493
13.5167,-0.355205
13.5333,-0.36771
13.55,-0.393254
13.5667,-0.396031
13.5833,-0.41875
13.6,-0.423458
13.6167,-0.435436
13.6333,-0.441314
13.65,-0.4322
13.6667,-0.472466
13.6833,-0.476136
13.7,-0.479576
13.7167,-0.500555
13.7333,-0.507485
13.75,-0.503777
13.7667,-0.490193
13.7833,-0.467668
13.8,-0.471801
13.8167,-0.50082
13.8333,-0.468332
13.85,-0.464335
13.8667,-0.463332
13.8833,-0.451281
13.9,-0.471923
13.9167,-0.459675
13.9333,-0.454296
13.95,-0.471202
13.9667,-0.480975
13.9833,-0.456045
14,-0.452384
14.0167,-0.445405
14.0333,-0.436148
14.05,-0.434205
14.0667,-0.427116
14.0833,-0.450516
14.1,-0.428721
14.1167,-0.421336
14.1333,-0.387326
14.15,-0.382635
14.1667,-0.37523
14.1833,-0.368285
14.2,-0.369442
14.2167,-0.356435
14.2333,-0.355518
14.25,-0.333015
14.2667,-0.320504
14.2833,-0.320174
14.3,-0.313464
14.3167,-0.287215
14.3333,-0.278768
14.35,-0.271471
14.3667,-0.263093
14.3833,-0.267415
14.4,-0.26942
14.4167,-0.263991
14.4333,-0.263982
14.45,-0.261213
14.4667,-0.258677
14.4833,-0.255552
14.5,-0.265003
14.5167,-0.259048
14.5333,-0.241657
14.55,-0.277988
14.5667,-0.272796
14.5833,-0.255832
14.6,-0.241943
14.6167,-0.222927
14.6333,-0.217104
14.65,-0.21121
14.6667,-0.247353
14.6833,-0.238248
14.7,-0.22677
14.7167,-0.22029
14.7333,-0.232838
14.75,-0.223476
14.7667,-0.216731
14.7833,-0.210342
14.8,-0.206189
14.8167,-0.194219
14.8333,-0.190875
14.85,-0.192375
14.8667,-0.173476
14.8833,-0.175307
14.9,-0.175677
14.9167,-0.168535
14.9333,-0.180806
14.95,-0.193999
14.9667,-0.180149
14.9833,-0.171086
15,-0.166967
15.0167,-0.144883
15.0333,-0.122225
15.05,-0.0962464
15.0667,-0.106666
15.0833,-0.105036
15.1,-0.104617
15.1167,-0.097084
15.1333,-0.0943725
15.15,-0.091737
15.1667,-0.0879934
15.1833,-0.0724307
15.2,-0.0660811
15.2167,-0.0634889
15.2333,-0.0587156
15.25,-0.055044
15.2667,-0.0538076
15.2833,-0.0586398
15.3,-0.0636598
15.3167,-0.0688831
15.3333,-0.0685533
15.35,-0.0683689
15.3667,-0.0605023
15.3833,-0.0340412
15.4,-0.0176039
15.4167,0.00830537
15.4333,0.00880013
15.45,0.0132909
15.4667,0.0131722
15.4833,0.0128613
15.5,0.0207077
15.5167,0.0247265
15.5333,0.0227889
15.55,0.0218793
15.5667,0.0178709
15.5833,0.0257468
15.6,0.0283602
15.6167,0.0375456
15.6333,0.0424783
15.65,0.0354827
15.6667,0.0301653
15.6833,0.0448213
15.7,0.04998
15.7167,0.0492034
15.7333,0.0465266
15.75,0.0384756
15.7667,0.0415356
15.7833,0.0563015
15.8,0.0662821
15.8167,0.0639522
15.8333,0.0717131
15.85,0.0738966
15.8667,0.0789795
15.8833,0.0841613
15.9,0.0773865
15.9167,0.0679829
15.9333,0.0722256
15.95,0.0857494
15.9667,0.0945873
15.9833,0.0939335
16,0.0905956
16.0167,0.101067
16.0333,0.103867
16.05,0.110681
16.0667,0.10388
16.0833,0.108566
16.1,0.117006
16.1167,0.124976
16.1333,0.123787
16.15,0.131774
16.1667,0.141498
16.1833,0.144927
16.2,0.144171
16.2167,0.145139
16.2333,0.152805
16.25,0.165459
16.2667,0.181932
16.2833,0.188138
16.3,0.19152
16.3167,0.19785
16.3333,0.202081
16.35,0.209034
16.3667,0.212614
16.3833,0.228692
16.4,0.237419
16.4167,0.245209
16.4333,0.24901
16.45,0.245874
16.4667,0.249952
16.4833,0.257587
16.5,0.26667
16.5167,0.27801
16.5333,0.277358
16.55,0.291565
16.5667,0.313671
16.5833,0.327831
16.6,0.334969
16.6167,0.34705
16.6333,0.344774
16.65,0.346168
16.6667,0.348718
16.6833,0.356797
16.7,0.366957
16.7167,0.372779
16.7333,0.385218
16.75,0.392456
16.7667,0.393586
16.7833,0.400125
16.8,0.407089
16.8167,0.405557
16.8333,0.399142
16.85,0.408589
16.8667,0.411876
16.8833,0.424766
16.9,0.444464
16.9167,0.448335
16.9333,0.452754
16.95,0.457279
16.9667,0.459537
16.9833,0.458013
17,0.467774
17.0167,0.480659
17.0333,0.493882
17.05,0.534174
17.0667,0.547707
17.0833,0.544947
17.1,0.549759
17.1167,0.553907
17.1333,0.548662
17.15,0.540404
17.1667,0.554616
17.1833,0.559419
17.2,0.567276
17.2167,0.562743
17.2333,0.570655
17.25,0.589469
17.2667,0.600088
17.2833,0.606188
17.3,0.608156
17.3167,0.607647
17.3333,0.607587
17.35,0.605599
17.3667,0.603939
17.3833,0.63186
17.4,0.632995
17.4167,0.60579
17.4333,0.623119
17.45,0.623371
17.4667,0.599727
17.4833,0.609576
17.5,0.604365
17.5167,0.630064
17.5333,0.62877
17.55,0.655787
17.5667,0.653374
17.5833,0.672299
17.6,0.688309
17.6167,0.696741
17.6333,0.702856
17.65,0.69599
17.6667,0.649261
17.6833,0.678865
17.7,0.691708
17.7167,0.717876
17.7333,0.71175
17.75,0.719015
17.7667,0.731144
17.7833,0.726597
17.8,0.74743
17.8167,0.738207
17.8333,0.753964
17.85,0.767755
17.8667,0.787073
17.8833,0.759602
17.9,0.744732
17.9167,0.744826
17.9333,0.747593
17.95,0.742544
17.9667,0.736143
17.9833,0.726562
18,0.740939
18.0167,0.726688
18.0333,0.723352
18.05,0.718079
18.0667,0.710497
18.0833,0.712535
18.1,0.710157
18.1167,0.698107
18.1333,0.693294
18.15,0.690299
18.1667,0.682149
18.1833,0.676654
18.2,0.668214
18.2167,0.66211
18.2333,0.655352
18.25,0.648893
18.2667,0.64346
18.2833,0.639862
