Time,Position (x)
25.8833,-1.92154
25.9,-1.91715
25.9167,-1.91275
25.9333,-1.9086
25.95,-1.90475
25.9667,-1.90065
25.9833,-1.89627
26,-1.89204
26.0167,-1.88788
26.0333,-1.88367
26.05,-1.87948
26.0667,-1.8753
26.0833,-1.87115
26.1,-1.86704
26.1167,-1.863
26.1333,-1.85902
26.15,-1.85508
26.1667,-1.85118
26.1833,-1.8473
26.2,-1.84347
26.2167,-1.83974
26.2333,-1.83612
26.25,-1.83259
26.2667,-1.82915
26.2833,-1.82578
26.3,-1.8225
26.3167,-1.81932
26.3333,-1.81618
26.35,-1.81314
26.3667,-1.81022
26.3833,-1.80741
26.4,-1.80471
26.4167,-1.80215
26.4333,-1.79979
26.45,-1.79767
26.4667,-1.79576
26.4833,-1.79395
26.5,-1.79222
26.5167,-1.79059
26.5333,-1.78911
26.55,-1.78779
26.5667,-1.78652
26.5833,-1.78527
26.6,-1.78411
26.6167,-1.78306
26.6333,-1.78209
26.65,-1.7812
26.6667,-1.78042
26.6833,-1.77976
26.7,-1.77919
26.7167,-1.77872
26.7333,-1.77841
26.75,-1.77818
26.7667,-1.77802
26.7833,-1.7779
26.8,-1.77783
26.8167,-1.77787
26.8333,-1.77804
26.85,-1.77832
26.8667,-1.77873
26.8833,-1.77932
26.9,-1.77745
26.9167,-1.77309
26.9333,-1.76877
26.95,-1.76507
26.9667,-1.76201
26.9833,-1.75905
27,-1.75623
27.0167,-1.75357
27.0333,-1.75111
27.05,-1.7488
27.0667,-1.74669
27.0833,-1.74484
27.1,-1.74324
27.1167,-1.74188
27.1333,-1.74078
27.15,-1.73996
27.1667,-1.73938
27.1833,-1.73913
27.2,-1.73926
27.2167,-1.73877
27.2333,-1.73787
27.25,-1.73751
27.2667,-1.73752
27.2833,-1.73794
27.3,-1.73873
27.3167,-1.73998
27.3333,-1.7414
27.35,-1.74287
27.3667,-1.74486
27.3833,-1.74719
27.4,-1.7498
27.4167,-1.75272
27.4333,-1.75602
27.45,-1.75969
27.4667,-1.76351
27.4833,-1.76772
27.5,-1.77234
27.5167,-1.77729
27.5333,-1.78269
27.55,-1.78852
27.5667,-1.79461
27.5833,-1.80107
27.6,-1.8079
27.6167,-1.81508
27.6333,-1.82264
27.65,-1.83057
27.6667,-1.83893
27.6833,-1.84762
27.7,-1.85659
27.7167,-1.86592
27.7333,-1.87571
27.75,-1.8859
27.7667,-1.89643
27.7833,-1.90722
27.8,-1.91834
27.8167,-1.92999
27.8333,-1.9421
27.85,-1.95448
27.8667,-1.96719
27.8833,-1.98035
27.9,-1.9939
27.9167,-2.00766
27.9333,-2.01626
27.95,-2.01969
27.9667,-2.02329
27.9833,-2.02703
28,-2.02671
28.0167,-2.02232
28.0333,-2.01947
28.05,-2.01815
28.0667,-2.01689
28.0833,-2.01568
28.1,-2.01478
28.1167,-2.0142
28.1333,-2.01372
28.15,-2.0134
28.1667,-2.01326
28.1833,-2.01328
28.2,-2.01345
28.2167,-2.0139
28.2333,-2.01458
28.25,-2.01714
28.2667,-2.0216
28.2833,-2.02617
28.3,-2.0309
28.3167,-2.03582
28.3333,-2.03874
28.35,-2.03955
28.3667,-2.0396
28.3833,-2.03956
28.4,-2.04014
28.4167,-2.0408
28.4333,-2.04156
28.45,-2.04257
28.4667,-2.04401
28.4833,-2.04478
28.5,-2.04489
28.5167,-2.04533
28.5333,-2.04598
28.55,-2.04642
28.5667,-2.04664
28.5833,-2.04699
28.6,-2.04723
28.6167,-2.04731
28.6333,-2.04745
28.65,-2.04691
28.6667,-2.04569
28.6833,-2.04439
28.7,-2.04293
28.7167,-2.04124
28.7333,-2.03927
28.75,-2.03732
28.7667,-2.03548
28.7833,-2.03367
28.8,-2.03186
28.8167,-2.03001
28.8333,-2.0282
28.85,-2.02646
28.8667,-2.02479
28.8833,-2.0232
28.9,-2.02167
28.9167,-2.02021
28.9333,-2.01841
28.95,-2.0162
28.9667,-2.01385
28.9833,-2.01125
29,-2.00866
29.0167,-2.00624
29.0333,-2.00386
29.05,-2.00157
29.0667,-1.99938
29.0833,-1.99695
29.1,-1.9941
29.1167,-1.99123
29.1333,-1.98834
29.15,-1.98543
29.1667,-1.98256
29.1833,-1.97961
29.2,-1.97657
29.2167,-1.97347
29.2333,-1.97031
29.25,-1.9671
29.2667,-1.96386
29.2833,-1.96062
29.3,-1.95735
29.3167,-1.95407
29.3333,-1.95075
29.35,-1.94744
29.3667,-1.9441
29.3833,-1.94074
29.4,-1.9374
29.4167,-1.93405
29.4333,-1.93071
29.45,-1.92737
29.4667,-1.92404
29.4833,-1.92071
29.5,-1.91739
29.5167,-1.9141
29.5333,-1.91086
29.55,-1.90765
29.5667,-1.90449
29.5833,-1.90136
29.6,-1.89827
29.6167,-1.89521
29.6333,-1.89222
29.65,-1.88929
29.6667,-1.88642
29.6833,-1.8836
29.7,-1.88085
29.7167,-1.87817
29.7333,-1.87554
29.75,-1.87297
29.7667,-1.87048
